file_path;concept_name;pattern;match_type;matched_text;similarity_score;first_line
classiq-library/algorithms/amplitude_amplification_and_estimation/quantum_counting/quantum_counting.py;/classiq/open_library.functions.grover.grover_operator;Amplitude Amplification;name;grover_operator;1.0000;135
classiq-library/algorithms/amplitude_amplification_and_estimation/quantum_counting/quantum_counting.py;/pennylane/pennylane.templates.subroutines.grover.GroverOperator;Grover;name;grover_operator;1.0000;135
classiq-library/algorithms/amplitude_amplification_and_estimation/quantum_counting/quantum_counting.py;/qiskit/qiskit.circuit.library.grover_operator.GroverOperator;Grover;name;grover_operator;1.0000;135
classiq-library/algorithms/amplitude_amplification_and_estimation/quantum_counting/quantum_counting.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;220
classiq-library/algorithms/foundational/bernstein_vazirani/bernstein_vazirani.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;82
classiq-library/algorithms/foundational/deutsch_jozsa/deutsch_jozsa.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;45
classiq-library/algorithms/foundational/deutsch_jozsa/deutsch_jozsa.py;/classiq/open_library.functions.grover.phase_oracle;Oracle;name;phase_oracle;1.0000;46
classiq-library/algorithms/foundational/deutsch_jozsa/deutsch_jozsa.py;/qiskit/qiskit.circuit.library.phase_oracle.PhaseOracle;Oracle;name;phase_oracle;1.0000;46
classiq-library/algorithms/foundational/simon/simon.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;167
classiq-library/algorithms/hamiltonian_simulation/hamiltonian_simulation_guide/hamiltonian_simulation_guide.py;/classiq/qmod.builtins.functions.exponentiation.suzuki_trotter;Hamiltonian Simulation;name;suzuki_trotter;1.0000;116
classiq-library/algorithms/hamiltonian_simulation/hamiltonian_simulation_with_block_encoding/hamiltonian_simulation_with_block_encoding.py;/classiq/open_library.functions.lcu.lcu_pauli;Linear Combination of Unitaries;name;lcu_pauli;1.0000;135
classiq-library/algorithms/hamiltonian_simulation/hamiltonian_simulation_with_block_encoding/hamiltonian_simulation_with_block_encoding.py;/classiq/open_library.functions.qsvt.gqsp;Domain Specific Application;name;gqsp;1.0000;462
classiq-library/algorithms/hamiltonian_simulation/hamiltonian_simulation_with_block_encoding/hamiltonian_simulation_with_block_encoding.py;/pennylane/pennylane.templates.subroutines.gqsp.GQSP;Basis Change;name;gqsp;1.0000;462
classiq-library/algorithms/hamiltonian_simulation/hamiltonian_simulation_with_block_encoding/hamiltonian_simulation_with_block_encoding.py;/classiq/open_library.functions.qsvt.qsvt_lcu;Domain Specific Application;name;qsvt_lcu;1.0000;597
classiq-library/algorithms/number_theory_and_cryptography/discrete_log/discrete_log.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;123
classiq-library/algorithms/number_theory_and_cryptography/discrete_log/discrete_log.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000;128
classiq-library/algorithms/number_theory_and_cryptography/discrete_log/discrete_log.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000;128
classiq-library/algorithms/number_theory_and_cryptography/discrete_log/discrete_log.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000;128
classiq-library/algorithms/number_theory_and_cryptography/elliptic_curves/elliptic_curve_discrete_log.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;311
classiq-library/algorithms/number_theory_and_cryptography/elliptic_curves/elliptic_curve_discrete_log.py;/classiq/open_library.functions.qft_functions.qft;Basis Change;name;qft;1.0000;323
classiq-library/algorithms/number_theory_and_cryptography/elliptic_curves/elliptic_curve_discrete_log.py;/pennylane/pennylane.templates.subroutines.qft.QFT;Basis Change;name;qft;1.0000;323
classiq-library/algorithms/number_theory_and_cryptography/elliptic_curves/elliptic_curve_discrete_log.py;/qiskit/qiskit.circuit.library.basis_change.qft.QFT;Basis Change;name;qft;1.0000;323
classiq-library/algorithms/number_theory_and_cryptography/elliptic_curves/elliptic_curve_discrete_log.py;/classiq/open_library.functions.modular_exponentiation.modular_multiply;Quantum Arithmetic;name;modular_multiply;1.0000;538
classiq-library/algorithms/number_theory_and_cryptography/hidden_shift/hidden_shift.py;/classiq/open_library.functions.utility_functions.hadamard_transform;Basis Change;name;hadamard_transform;1.0000;32
classiq-library/algorithms/number_theory_and_cryptography/hidden_shift/hidden_shift.py;/classiq/open_library.functions.grover.phase_oracle;Oracle;name;phase_oracle;1.0000;56
classiq-library/algorithms/number_theory_and_cryptography/hidden_shift/hidden_shift.py;/qiskit/qiskit.circuit.library.phase_oracle.PhaseOracle;Oracle;name;phase_oracle;1.0000;56
classiq-library/algorithms/number_theory_and_cryptography/shor/shor.py;/classiq/open_library.functions.qpe.qpe_flexible;Quantum Phase Estimation (QPE);name;qpe_flexible;1.0000;114
classiq-library/algorithms/qml/hybrid_qnn/hybrid_qnn_for_subset_majority.py;/classiq/open_library.functions.variational.encode_on_bloch;Data Encoding;name;encode_on_bloch;1.0000;197
classiq-library/algorithms/qml/qsvm/qsvm.py;/qiskit_machine_learning/qiskit_machine_learning.algorithms.classifiers.QSVC;SWAP Test;summary;!/usr/bin/env python coding: utf-8 Quantum Support Vector Machines (QSVM) > **Quantum Support Vector Machines** is the quantum version of classical Su...;0.6816;0
